ENSEMBL	SYMBOL	KO01	KO02	KO03	WT01	WT02	WT03
ENSG00000108100.17	CCNY	7054	5487	4298	5582	6186	6389
ENSG00000108106.13	UBE2S	6062	5936	4937	4498	4815	8055
ENSG00000108107.12	RPL28	74452	75596	78566	54403	64514	98907
ENSG00000108175.16	ZMIZ1	5984	5274	5690	5698	6519	7258
ENSG00000108176.14	DNAJC12	740	560	477	914	1015	981
ENSG00000108179.13	PPIF	6548	5806	4668	5322	5958	7430
ENSG00000108187.15	PBLD	245	199	159	257	261	316
ENSG00000108219.14	TSPAN14	2735	2365	2157	2532	2811	3061
ENSG00000108231.11	LGI1	0	0	0	0	0	0
ENSG00000108239.8	TBC1D12	600	415	267	474	557	513
ENSG00000108242.12	CYP2C18	9	8	13	14	11	14
ENSG00000108244.16	KRT23	0	0	0	0	0	0
ENSG00000108255.7	CRYBA1	1	0	1	0	3	1
ENSG00000108256.8	NUFIP2	13246	10855	7892	9716	10836	9474
ENSG00000108262.15	GIT1	7119	6687	5979	6240	7250	8782
ENSG00000108298.9	RPL19	47958	41853	32213	40742	45856	55660
ENSG00000108306.11	FBXL20	1468	1175	1004	1058	1219	1107
ENSG00000108309.12	RUNDC3A	68	53	53	96	124	127
ENSG00000108312.14	UBTF	16353	14755	12792	11790	12939	15507
ENSG00000108342.12	CSF3	0	0	1	0	0	0
ENSG00000108344.14	PSMD3	25827	23583	20199	17421	19325	25028
ENSG00000108349.14	CASC3	11694	10400	9060	7610	8335	9613
ENSG00000108352.11	RAPGEFL1	316	304	219	333	332	435
ENSG00000108370.15	RGS9	53	32	27	40	58	43
ENSG00000108375.12	RNF43	4002	3907	3183	2491	2984	2946
ENSG00000108379.9	WNT3	69	84	74	89	119	121
ENSG00000108381.10	ASPA	1	0	1	0	0	0
ENSG00000108384.14	RAD51C	3280	2626	1878	2322	2513	2728
ENSG00000108387.14	SEPT4	10	4	3	7	9	6
ENSG00000108389.9	MTMR4	5451	4459	3346	4319	4850	4777
ENSG00000108395.13	TRIM37	3689	2927	1918	2674	2950	2998
ENSG00000108405.3	P2RX1	66	73	39	53	77	66
ENSG00000108406.9	DHX40	3751	2962	1912	2997	3292	3022
ENSG00000108417.3	KRT37	0	0	0	0	0	0
ENSG00000108423.14	TUBD1	1063	862	545	728	744	824
ENSG00000108424.9	KPNB1	46639	39073	30787	35409	38924	42284
ENSG00000108433.15	GOSR2	1058	847	523	747	759	809
ENSG00000108439.9	PNPO	1278	1108	1047	928	1073	1278
ENSG00000108443.13	RPS6KB1	3744	2835	1893	2677	2962	2676
ENSG00000108448.20	TRIM16L	33	28	21	37	35	48
ENSG00000108465.14	CDK5RAP3	2426	2361	1398	2363	2432	2782
ENSG00000108468.14	CBX1	4440	3767	3010	2912	3187	3761
ENSG00000108469.14	RECQL5	4096	3652	2618	2998	3115	3559
ENSG00000108474.16	PIGL	556	479	403	487	554	498
ENSG00000108479.11	GALK1	813	683	502	773	952	1067
ENSG00000108506.11	INTS2	2596	2001	1294	2090	2152	2006
ENSG00000108509.20	CAMTA2	2251	2224	2110	1681	1923	2002
ENSG00000108510.9	MED13	12001	9056	7011	8790	9682	8018
ENSG00000108511.9	HOXB6	1	2	1	0	1	1
ENSG00000108515.17	ENO3	148	136	95	139	152	134
ENSG00000108518.7	PFN1	40384	39967	44745	25180	29418	39967
ENSG00000108523.15	RNF167	6789	6599	6330	4411	5051	6824
ENSG00000108528.13	SLC25A11	2862	2430	1833	2047	2400	2948
ENSG00000108551.4	RASD1	32	22	24	14	10	14
ENSG00000108556.7	CHRNE	13	10	15	20	18	18
ENSG00000108557.17	RAI1	2535	2407	2058	1833	2187	2407
ENSG00000108559.11	NUP88	10361	8730	6647	7440	8371	8967
ENSG00000108561.8	C1QBP	16236	12577	8832	14057	15170	17524
ENSG00000108576.9	SLC6A4	25	26	11	16	16	22
ENSG00000108578.14	BLMH	7053	5664	4138	4608	5413	5628
ENSG00000108582.11	CPD	7216	5575	4050	5729	6384	6158
ENSG00000108587.14	GOSR1	4132	3471	2483	2862	3325	3359
ENSG00000108588.13	CCDC47	11131	8247	5031	8244	9168	8623
ENSG00000108590.10	MED31	271	242	149	260	277	339
ENSG00000108591.9	DRG2	2611	2407	1928	1791	1990	2333
ENSG00000108592.16	FTSJ3	6319	5261	3917	4937	5065	6027
ENSG00000108599.14	AKAP10	1953	1574	1090	1420	1515	1539
ENSG00000108602.17	ALDH3A1	0	0	0	2	1	0
ENSG00000108604.15	SMARCD2	9523	8368	6694	6522	7368	8680
ENSG00000108622.10	ICAM2	533	467	404	401	480	538
ENSG00000108639.7	SYNGR2	17629	15790	13142	14921	16927	19879
ENSG00000108641.14	B9D1	239	186	160	228	224	251
ENSG00000108651.9	UTP6	7054	5534	3738	5861	6248	6617
ENSG00000108654.11	DDX5	39248	34016	26182	29516	30982	32249
ENSG00000108666.9	C17orf75	1094	887	543	1106	1143	1208
ENSG00000108669.16	CYTH1	15485	13898	11469	10123	11152	12132
ENSG00000108671.9	PSMD11	17025	14268	12411	11770	12452	14016
ENSG00000108679.12	LGALS3BP	970	887	924	943	1037	1266
ENSG00000108684.14	ASIC2	0	0	0	0	0	0
ENSG00000108688.11	CCL7	0	0	0	0	0	0
ENSG00000108691.9	CCL2	0	0	0	0	0	0
ENSG00000108700.4	CCL8	0	0	0	0	0	0
ENSG00000108702.3	CCL1	0	0	0	0	0	0
ENSG00000108733.9	PEX12	491	451	372	356	429	391
ENSG00000108759.3	KRT32	0	0	0	0	0	0
ENSG00000108771.12	DHX58	154	150	121	179	229	209
ENSG00000108773.10	KAT2A	3229	2864	2453	2553	2839	3705
ENSG00000108774.14	RAB5C	3350	3305	3622	2112	2412	3354
ENSG00000108784.9	NAGLU	764	742	574	863	960	941
ENSG00000108786.10	HSD17B1	78	84	54	72	83	81
ENSG00000108788.11	MLX	4404	4000	3211	2951	3438	3894
ENSG00000108797.11	CNTNAP1	635	628	489	570	654	611
ENSG00000108798.8	ABI3	3621	3320	3280	2270	2462	3908
ENSG00000108799.12	EZH1	2159	2099	1606	1866	1838	2026
ENSG00000108813.10	DLX4	58	74	66	72	91	95
ENSG00000108819.10	PPP1R9B	9116	8593	8086	7055	8120	10272
ENSG00000108821.13	COL1A1	55	51	49	76	69	44
ENSG00000108823.15	SGCA	3	4	3	7	3	6
ENSG00000108825.17	PTGES3L-AARSD1	1	2	0	0	1	0
ENSG00000108826.15	MRPL27	2179	1861	1425	1725	1863	2309
ENSG00000108828.15	VAT1	3705	3044	2712	3928	4370	4918
ENSG00000108829.9	LRRC59	19466	16249	12728	13050	14812	16257
ENSG00000108830.9	RND2	27	27	27	33	29	38
ENSG00000108839.11	ALOX12	87	69	53	74	69	54
ENSG00000108840.15	HDAC5	2633	2478	2132	1587	1824	2046
ENSG00000108846.15	ABCC3	0	2	0	2	0	2
ENSG00000108848.15	LUC7L3	9926	8616	5567	7790	8115	9209
ENSG00000108849.7	PPY	0	0	0	0	0	0
ENSG00000108852.14	MPP2	83	88	64	93	101	102
ENSG00000108854.15	SMURF2	1495	1275	979	1096	1214	1154
ENSG00000108861.8	DUSP3	348	295	226	349	375	411
ENSG00000108878.4	CACNG1	0	2	0	2	2	0
ENSG00000108883.12	EFTUD2	16390	13855	10317	11816	13110	14632
ENSG00000108924.13	HLF	3	4	3	5	6	0
ENSG00000108932.11	SLC16A6	1071	832	516	965	1023	1075
ENSG00000108946.14	PRKAR1A	11446	8710	5667	9557	10209	9334
ENSG00000108947.4	EFNB3	4	7	7	2	7	4
ENSG00000108950.11	FAM20A	7	6	3	10	5	4
ENSG00000108953.16	YWHAE	41628	34460	28628	28031	31738	36425
ENSG00000108960.7	MMD	4019	3310	1771	3687	3920	3582
ENSG00000108961.13	RANGRF	271	266	178	202	272	286
ENSG00000108963.17	DPH1	1796	1796	1531	1321	1456	1913
ENSG00000108984.13	MAP2K6	395	345	268	247	287	274
ENSG00000109016.17	DHRS7B	1102	1027	842	860	881	1055
ENSG00000109046.14	WSB1	3396	2786	1619	3195	3335	2928
ENSG00000109047.7	RCVRN	1	2	2	0	0	3
ENSG00000109061.9	MYH1	0	0	0	0	0	0
ENSG00000109062.9	SLC9A3R1	4449	4298	4146	3149	3751	4683
ENSG00000109063.14	MYH3	150	124	86	147	147	165
ENSG00000109065.11	NAT9	1137	1059	670	1068	1175	1222
ENSG00000109066.13	TMEM104	1725	1625	1425	1410	1558	1784
ENSG00000109072.13	VTN	4	8	5	8	8	12
ENSG00000109079.9	TNFAIP1	2071	1965	1488	1523	1644	1936
ENSG00000109083.13	IFT20	732	609	406	546	628	617
ENSG00000109084.13	TMEM97	7462	6522	4935	7200	8414	8220
ENSG00000109089.7	CDR2L	8	19	12	25	38	17
ENSG00000109099.13	PMP22	572	541	397	347	424	398
ENSG00000109101.7	FOXN1	0	0	0	0	0	0
ENSG00000109103.11	UNC119	1198	1212	1059	1050	1258	1554
ENSG00000109107.13	ALDOC	775	719	562	1052	1279	1305
ENSG00000109111.14	SUPT6H	18837	16080	13780	13373	15367	17163
ENSG00000109113.17	RAB34	204	173	118	197	209	203
ENSG00000109118.13	PHF12	4963	4746	4467	3437	3847	4401
ENSG00000109132.6	PHOX2B	1	0	1	0	0	0
ENSG00000109133.12	TMEM33	5222	4055	2937	3618	4146	3950
ENSG00000109158.10	GABRA4	0	0	0	0	0	0
ENSG00000109163.6	GNRHR	5	4	0	4	9	0
ENSG00000109171.14	SLAIN2	4162	3567	2954	2952	3357	3372
ENSG00000109180.14	OCIAD1	4156	3336	2305	3292	3530	3554
ENSG00000109181.11	UGT2B10	0	0	0	0	0	0
ENSG00000109182.11	CWH43	0	3	2	3	4	2
ENSG00000109184.14	DCUN1D4	1433	1109	601	1438	1596	1244
ENSG00000109189.12	USP46	910	710	453	723	882	745
ENSG00000109193.10	SULT1E1	1	0	0	0	0	1
ENSG00000109205.16	ODAM	0	0	0	0	0	0
ENSG00000109208.4	SMR3A	0	0	0	0	0	0
ENSG00000109220.10	CHIC2	961	788	544	773	793	835
ENSG00000109255.11	NMU	0	1	0	0	1	0
ENSG00000109265.12	KIAA1211	141	131	106	146	185	157
ENSG00000109270.12	LAMTOR3	1989	1489	1083	1473	1688	1636
ENSG00000109272.3	PF4V1	0	0	0	0	0	0
ENSG00000109320.11	NFKB1	8220	7074	5413	6664	7376	7655
ENSG00000109321.10	AREG	31	13	9	19	13	21
ENSG00000109323.8	MANBA	865	679	506	730	850	831
ENSG00000109332.19	UBE2D3	21634	18453	14192	15478	16868	18362
ENSG00000109339.18	MAPK10	30	32	33	27	33	32
ENSG00000109381.19	ELF2	2157	1891	1251	1578	1754	1683
ENSG00000109390.11	NDUFC1	3057	2466	1447	2067	2359	2763
ENSG00000109424.3	UCP1	1	0	0	1	2	1
ENSG00000109436.7	TBC1D9	896	666	509	655	671	749
ENSG00000109445.10	ZNF330	2914	2331	1602	2220	2461	2468
ENSG00000109452.12	INPP4B	8	6	6	1	5	2
ENSG00000109458.8	GAB1	2457	2162	1811	1479	1641	1344
ENSG00000109466.13	KLHL2	1182	889	519	910	1014	933
ENSG00000109471.4	IL2	0	0	1	0	0	0
ENSG00000109472.13	CPE	0	0	2	0	3	0
ENSG00000109475.16	RPL34	7299	5708	4053	7281	8234	8448
ENSG00000109501.13	WFS1	980	883	802	738	846	1020
ENSG00000109511.10	ANXA10	0	0	0	0	0	0
ENSG00000109519.12	GRPEL1	3536	2826	1850	2257	2583	2763
ENSG00000109534.16	GAR1	2377	1910	1053	1948	2097	2192
ENSG00000109536.11	FRG1	1429	1242	883	1135	1311	1394
ENSG00000109572.13	CLCN3	7744	5876	4104	5626	5792	5475
ENSG00000109576.13	AADAT	0	0	0	0	0	0
ENSG00000109586.11	GALNT7	1444	1050	637	1147	1333	1065
ENSG00000109606.12	DHX15	19964	16370	11383	14424	15698	15584
ENSG00000109610.5	SOD3	0	0	0	0	0	0
ENSG00000109618.11	SEPSECS	722	498	313	469	565	467
ENSG00000109625.18	CPZ	0	0	0	0	0	0
ENSG00000109654.14	TRIM2	187	149	79	221	261	181
ENSG00000109667.11	SLC2A9	119	76	60	82	96	61
ENSG00000109670.13	FBXW7	3769	3233	2315	2697	2850	2901
ENSG00000109674.3	NEIL3	1921	1630	1289	1324	1509	1553
ENSG00000109680.10	TBC1D19	264	214	119	201	211	209
ENSG00000109684.14	CLNK	7	13	3	10	14	8
ENSG00000109685.17	WHSC1	14554	11847	8282	10715	11748	11574
ENSG00000109686.17	SH3D19	28	22	22	16	18	24
ENSG00000109689.14	STIM2	9508	8883	6696	6323	7054	6973
ENSG00000109705.7	NKX3-2	8	6	9	7	13	13
ENSG00000109736.14	MFSD10	1095	1003	749	866	959	1117
ENSG00000109738.10	GLRB	0	0	0	0	0	0
ENSG00000109743.10	BST1	1	11	3	2	1	5
ENSG00000109756.8	RAPGEF2	1152	919	792	916	1029	1014
ENSG00000109758.8	HGFAC	0	1	0	0	1	2
ENSG00000109762.15	SNX25	2660	2009	1460	2306	2445	2491
ENSG00000109771.15	LRP2BP	190	153	126	173	210	178
ENSG00000109775.10	UFSP2	1661	1407	913	1418	1538	1722
ENSG00000109787.12	KLF3	64	37	36	73	86	77
ENSG00000109790.16	KLHL5	3228	2416	1587	2755	3107	2873
ENSG00000109794.13	FAM149A	82	72	48	57	81	65
ENSG00000109805.9	NCAPG	8542	6599	4463	5818	6204	6185
ENSG00000109814.11	UGDH	2169	1703	1118	1705	1877	1747
ENSG00000109819.8	PPARGC1A	1	1	1	0	0	2
ENSG00000109832.12	DDX25	2	1	1	0	0	2
ENSG00000109846.7	CRYAB	1	2	3	2	2	7
ENSG00000109851.6	DBX1	0	0	0	0	0	0
ENSG00000109854.13	HTATIP2	1647	1295	848	1156	1202	1369
ENSG00000109861.15	CTSC	4429	3586	2494	3907	4291	4280
ENSG00000109881.16	CCDC34	1819	1451	1044	1454	1664	1873
ENSG00000109906.13	ZBTB16	0	0	0	0	0	0
ENSG00000109911.17	ELP4	2480	2112	1298	1761	2136	2113
ENSG00000109917.10	ZPR1	12290	10286	8012	9179	9877	11979
ENSG00000109919.9	MTCH2	8007	6566	4743	6289	6946	7607
ENSG00000109920.12	FNBP4	7889	7215	5583	6201	6564	6468
ENSG00000109927.9	TECTA	51	46	35	34	37	16
ENSG00000109929.9	SC5D	12064	10463	5848	9577	11575	9539
ENSG00000109943.8	CRTAM	0	0	0	1	0	0
ENSG00000109944.10	C11orf63	0	0	2	3	3	1
ENSG00000109956.12	B3GAT1	1	0	0	0	0	0
ENSG00000109971.13	HSPA8	101591	85239	67129	69482	78120	101084
ENSG00000109991.8	P2RX3	0	0	1	0	0	0
ENSG00000110002.15	VWA5A	10	7	5	11	8	7
ENSG00000110011.13	DNAJC4	788	740	743	543	647	848
ENSG00000110013.12	SIAE	99	60	54	78	103	89
ENSG00000110025.12	SNX15	39	22	21	32	28	28
ENSG00000110031.12	LPXN	19570	17173	13888	11657	12834	14590
ENSG00000110042.7	DTX4	1057	861	744	957	1061	1183
ENSG00000110046.12	ATG2A	4482	4160	3486	3148	3463	3778
ENSG00000110047.17	EHD1	39094	35837	31720	23396	27158	32342
ENSG00000110048.11	OSBP	8061	6765	5155	6510	7370	7660
ENSG00000110057.7	UNC93B1	1697	1390	1082	1424	1560	1806
ENSG00000110060.8	PUS3	681	532	389	539	544	615
ENSG00000110063.8	DCPS	1322	1197	995	906	1004	1233
ENSG00000110066.14	SUV420H1	2295	1750	1220	1682	1736	1803
ENSG00000110074.10	FOXRED1	1265	1200	868	1066	1154	1283
ENSG00000110075.14	PPP6R3	12087	10164	6724	8240	9049	8475
ENSG00000110076.18	NRXN2	10	3	2	3	2	4
ENSG00000110077.14	MS4A6A	0	0	0	0	0	0
ENSG00000110079.16	MS4A4A	0	1	0	0	0	1
ENSG00000110080.18	ST3GAL4	45	43	43	53	50	77
ENSG00000110090.12	CPT1A	7453	6183	4895	4935	5778	5819
ENSG00000110092.3	CCND1	27	25	25	23	30	17
ENSG00000110104.11	CCDC86	5648	5435	5573	3975	4482	6280
ENSG00000110107.8	PRPF19	18320	16674	12911	12923	14348	17581
ENSG00000110108.9	TMEM109	10299	9288	8201	6615	7577	9422
ENSG00000110148.9	CCKBR	2	2	1	2	2	1
ENSG00000110169.10	HPX	5	2	3	6	0	5
ENSG00000110171.18	TRIM3	153	156	111	164	182	187
ENSG00000110172.11	CHORDC1	5927	4153	2527	4820	5187	4928
ENSG00000110195.11	FOLR1	0	0	0	0	0	0
ENSG00000110200.8	ANAPC15	517	460	353	343	425	477
ENSG00000110203.8	FOLR3	0	0	0	0	0	0
ENSG00000110218.8	PANX1	1109	833	602	883	951	932
ENSG00000110237.3	ARHGEF17	7	4	1	10	7	4
ENSG00000110243.11	APOA5	1	3	1	4	0	1
ENSG00000110244.6	APOA4	1	0	0	0	0	0
ENSG00000110245.11	APOC3	0	0	0	0	0	0
ENSG00000110274.14	CEP164	7449	6578	5153	6001	6405	7558
ENSG00000110315.6	RNF141	770	569	292	682	775	668
ENSG00000110318.13	CEP126	746	633	472	560	656	633
ENSG00000110321.15	EIF4G2	80966	68083	56416	59770	64783	69201
ENSG00000110324.9	IL10RA	14012	11087	8633	9925	10621	11567
ENSG00000110328.5	GALNT18	146	102	77	88	106	116
ENSG00000110330.8	BIRC2	4510	3519	2256	4004	4291	3866
ENSG00000110344.9	UBE4A	16329	13710	9907	11642	12800	12253
ENSG00000110367.11	DDX6	33202	26173	19173	21240	23264	21767
ENSG00000110375.2	UPK2	4	5	2	2	4	6
ENSG00000110395.5	CBL	10479	8384	6784	7800	8959	7714
ENSG00000110400.10	PVRL1	24643	22420	22207	15753	19378	20200
ENSG00000110422.11	HIPK3	4441	3396	2646	3547	3910	3273
ENSG00000110427.14	KIAA1549L	202	177	140	166	216	155
ENSG00000110429.13	FBXO3	1363	1107	645	1137	1252	1092
ENSG00000110435.11	PDHX	2556	2304	1735	2217	2516	2621
ENSG00000110436.11	SLC1A2	35	22	25	8	15	5
ENSG00000110442.11	COMMD9	2399	2095	1683	1695	1824	2330
ENSG00000110446.9	SLC15A3	1752	1649	1467	1542	1748	2135
ENSG00000110448.10	CD5	0	0	0	0	1	0
ENSG00000110455.13	ACCS	52	50	31	49	42	50
ENSG00000110484.6	SCGB2A2	0	0	0	0	0	0
ENSG00000110492.15	MDK	39	63	36	19	35	51
ENSG00000110497.14	AMBRA1	3546	3181	2846	2618	2934	3197
ENSG00000110514.19	MADD	3938	3363	2689	3511	3823	4074
ENSG00000110536.13	PTPMT1	599	563	370	487	564	620
ENSG00000110583.12	NAA40	2646	2389	1777	2180	2375	2441
ENSG00000110619.16	CARS	3501	3069	2290	2932	3307	3584
ENSG00000110628.13	SLC22A18	29	24	20	47	38	43
ENSG00000110651.11	CD81	21833	18712	13906	16112	17755	22236
ENSG00000110660.14	SLC35F2	7112	5689	4258	5860	6229	6539
ENSG00000110665.11	C11orf21	25	41	27	45	40	32
ENSG00000110675.12	ELMOD1	9	9	5	18	18	10
ENSG00000110680.12	CALCA	2	1	5	0	0	1
ENSG00000110693.15	SOX6	17	27	10	17	11	13
ENSG00000110696.9	C11orf58	7491	5703	3491	5732	5991	5978
ENSG00000110697.12	PITPNM1	3741	3335	2946	2951	3465	4041
ENSG00000110700.6	RPS13	16134	12274	7662	13530	14612	15819
ENSG00000110711.9	AIP	4827	4333	3412	3609	4014	4888
ENSG00000110713.15	NUP98	22145	18979	16194	16066	17936	18525
ENSG00000110717.10	NDUFS8	4706	4401	4215	3221	3679	5358
ENSG00000110719.9	TCIRG1	2491	2354	1787	2420	2550	2634
ENSG00000110721.11	CHKA	3203	2661	1740	3413	3675	3807
ENSG00000110723.11	EXPH5	39	27	23	41	59	27
ENSG00000110756.17	HPS5	4564	3420	2350	3512	3698	3258
ENSG00000110768.11	GTF2H1	5680	4481	3397	3823	4190	4512
ENSG00000110777.11	POU2AF1	60889	57285	55963	36863	41163	47928
ENSG00000110786.17	PTPN5	2	2	5	3	1	1
ENSG00000110799.13	VWF	2	1	0	2	1	0
ENSG00000110801.13	PSMD9	859	723	516	652	724	860
ENSG00000110811.19	P3H3	79	89	76	110	102	124
ENSG00000110841.13	PPFIBP1	647	504	344	463	608	518
ENSG00000110844.13	PRPF40B	176	176	151	113	129	132
ENSG00000110848.8	CD69	709	430	193	162	165	154
ENSG00000110851.11	PRDM4	2873	2454	1875	2026	2234	2319
ENSG00000110852.4	CLEC2B	168	146	99	130	125	169
ENSG00000110871.14	COQ5	1493	1160	823	1118	1230	1368
ENSG00000110876.9	SELPLG	123	107	102	53	66	77
ENSG00000110880.10	CORO1C	6138	4807	3500	4369	5142	4540
ENSG00000110881.11	ASIC1	53	53	37	58	62	83
ENSG00000110887.7	DAO	0	0	1	1	1	0
ENSG00000110888.17	CAPRIN2	528	483	350	594	607	571
ENSG00000110900.14	TSPAN11	33	39	23	21	35	14
ENSG00000110906.12	KCTD10	5701	4889	4005	3935	4538	4847
ENSG00000110911.14	SLC11A2	1230	1014	588	945	1026	958
ENSG00000110917.7	MLEC	17360	13957	10841	13307	15363	15812
ENSG00000110921.11	MVK	2019	2162	1539	2424	2739	3008
ENSG00000110925.6	CSRNP2	1185	1080	804	894	1021	1073
ENSG00000110931.18	CAMKK2	3667	3170	2567	3172	3501	3807
ENSG00000110934.10	BIN2	757	659	583	654	730	781
ENSG00000110944.8	IL23A	59	61	35	53	38	59
ENSG00000110955.8	ATP5B	48517	38418	24844	39409	43383	47108
ENSG00000110958.15	PTGES3	19523	14961	9773	13845	15335	15678
ENSG00000110975.8	SYT10	0	0	0	0	0	0
ENSG00000110987.8	BCL7A	9872	9077	7583	7457	8633	8949
ENSG00000111011.17	RSRC2	6377	5304	4027	4491	4966	5295
ENSG00000111012.9	CYP27B1	161	147	127	139	170	140
ENSG00000111046.3	MYF6	0	0	0	2	0	1
ENSG00000111049.3	MYF5	0	0	0	0	0	0
ENSG00000111052.7	LIN7A	84	75	40	72	68	44
ENSG00000111057.10	KRT18	0	0	0	1	0	0
ENSG00000111058.7	ACSS3	1	0	0	0	0	0
ENSG00000111077.17	TNS2	23	23	29	19	26	20
ENSG00000111087.9	GLI1	76	65	65	92	113	107
ENSG00000111110.11	PPM1H	18	14	16	14	10	19
ENSG00000111142.13	METAP2	24168	19453	12879	26470	28782	29403
ENSG00000111144.9	LTA4H	6481	5538	3788	5003	5716	6184
ENSG00000111145.7	ELK3	1110	1066	935	702	869	726
ENSG00000111181.12	SLC6A12	14	10	17	21	18	19
ENSG00000111186.12	WNT5B	198	175	102	171	227	238
ENSG00000111196.9	MAGOHB	1869	1426	837	1422	1427	1620
ENSG00000111199.10	TRPV4	0	0	0	0	0	0
ENSG00000111203.11	ITFG2	1289	1199	927	919	967	1208
ENSG00000111206.12	FOXM1	8939	8254	7988	6100	6648	8545
ENSG00000111215.11	PRR4	14	15	10	12	16	18
ENSG00000111218.11	PRMT8	0	0	0	0	1	0
ENSG00000111224.13	PARP11	682	529	380	566	648	554
ENSG00000111229.15	ARPC3	4526	3511	2310	3007	3114	3067
ENSG00000111231.8	GPN3	2901	2153	1292	2560	2929	2703
ENSG00000111237.18	VPS29	4095	3425	2386	3273	3540	4125
ENSG00000111241.2	FGF6	1	0	0	0	1	0
ENSG00000111245.14	MYL2	221	209	180	149	174	183
ENSG00000111247.14	RAD51AP1	1824	1358	879	1226	1381	1184
ENSG00000111249.13	CUX2	1438	1344	1210	820	946	927
ENSG00000111252.10	SH2B3	4110	3671	3103	4352	4996	5006
ENSG00000111254.7	AKAP3	23	14	18	17	11	13
ENSG00000111261.13	MANSC1	7	5	5	7	3	4
ENSG00000111262.4	KCNA1	0	0	1	0	0	0
ENSG00000111266.8	DUSP16	431	357	339	376	462	379
ENSG00000111269.2	CREBL2	1000	739	419	713	823	712
ENSG00000111271.14	ACAD10	979	841	603	736	825	869
ENSG00000111275.12	ALDH2	3396	2911	2069	3247	3812	4002
ENSG00000111276.10	CDKN1B	2558	2294	1525	1810	1901	2004
ENSG00000111291.8	GPRC5D	9	9	7	13	11	22
ENSG00000111300.9	NAA25	6682	5149	3302	4894	5476	5027
ENSG00000111305.18	GSG1	1	2	0	0	0	0
ENSG00000111319.12	SCNN1A	31	34	24	15	19	25
ENSG00000111321.10	LTBR	1	1	0	1	1	1
ENSG00000111325.16	OGFOD2	103	98	54	71	83	97
ENSG00000111328.6	CDK2AP1	1741	1391	1044	1566	1689	1834
ENSG00000111331.12	OAS3	2054	1969	1567	1361	1594	1421
ENSG00000111335.12	OAS2	1102	919	845	898	1010	943
ENSG00000111339.10	ART4	2	1	1	1	0	0
ENSG00000111341.9	MGP	2	5	3	1	2	4
ENSG00000111344.11	RASAL1	3039	2585	1901	2003	2127	2236
ENSG00000111348.8	ARHGDIB	38316	35995	33816	24575	29193	36141
ENSG00000111358.13	GTF2H3	2593	1980	1326	2234	2461	2367
ENSG00000111361.12	EIF2B1	4291	3759	2757	3243	3416	3914
ENSG00000111364.15	DDX55	3527	3115	2184	2736	2901	3344
ENSG00000111371.15	SLC38A1	40235	32578	23828	31278	34857	29937
ENSG00000111404.6	RERGL	0	0	1	1	1	0
ENSG00000111405.8	ENDOU	229	187	146	264	238	325
ENSG00000111412.5	C12orf49	6318	5262	3517	4465	5335	5040
ENSG00000111424.10	VDR	2044	1817	1692	1257	1519	1519
ENSG00000111432.4	FZD10	0	0	0	0	0	0
ENSG00000111445.13	RFC5	2901	2553	1811	2033	2343	2457
ENSG00000111450.13	STX2	936	787	526	895	970	888
ENSG00000111452.12	ADGRD1	580	552	417	370	430	425
ENSG00000111481.9	COPZ1	9945	8494	6556	6726	7825	8597
ENSG00000111490.12	TBC1D30	84	56	39	66	73	56
ENSG00000111530.12	CAND1	18739	13938	8812	14520	15950	13613
ENSG00000111536.4	IL26	6	6	5	2	10	1
ENSG00000111537.4	IFNG	5	10	5	5	8	5
ENSG00000111540.15	RAB5B	6045	5606	4762	4697	5565	6068
ENSG00000111554.14	MDM1	1341	1061	869	1140	1087	1095
ENSG00000111581.9	NUP107	6294	4621	2832	4928	5071	5056
ENSG00000111596.11	CNOT2	8707	7612	5464	6441	6938	7690
ENSG00000111602.11	TIMELESS	12526	10036	7523	9051	10133	10350
ENSG00000111605.16	CPSF6	11707	9986	7802	8621	9500	10191
ENSG00000111615.12	KRR1	5356	4478	3248	4010	4187	4251
ENSG00000111639.7	MRPL51	5260	4167	2783	4626	4950	6423
ENSG00000111640.14	GAPDH	115409	102723	91944	87942	99750	122493
ENSG00000111641.10	NOP2	12845	11716	9649	8780	9530	11928
ENSG00000111642.14	CHD4	35107	29016	23874	25633	28795	30521
ENSG00000111644.7	ACRBP	32	26	37	27	45	41
ENSG00000111647.12	UHRF1BP1L	5509	4381	3182	4011	4645	3869
ENSG00000111652.9	COPS7A	2626	2280	1972	1557	1681	2060
ENSG00000111653.19	ING4	761	587	414	489	560	627
ENSG00000111664.10	GNB3	1943	1682	1480	1656	1693	2439
ENSG00000111665.11	CDCA3	2812	2481	1884	2181	2187	2821
ENSG00000111666.10	CHPT1	563	405	232	489	568	495
ENSG00000111667.13	USP5	8384	7420	5866	6145	6981	8270
ENSG00000111669.14	TPI1	19191	16277	13057	15232	17377	19813
ENSG00000111670.14	GNPTAB	9836	7709	5622	5779	6271	5831
ENSG00000111671.9	SPSB2	332	361	266	247	318	331
ENSG00000111674.8	ENO2	5440	4597	3337	4441	4971	5439
ENSG00000111676.14	ATN1	9026	8679	10052	6657	7150	10526
ENSG00000111678.10	C12orf57	1719	1422	1075	1110	1395	1681
ENSG00000111679.16	PTPN6	3212	2528	2077	3556	4230	4632
ENSG00000111684.10	LPCAT3	571	474	374	960	993	1005
ENSG00000111696.11	NT5DC3	868	726	556	700	749	716
ENSG00000111700.12	SLCO1B3	0	0	0	0	0	0
